fusH,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
18.19,11.846296296296297,0.07518518518518569,11.846296296296297,0.07518518518518569,0.6524732866647586,182.222,172.14199999999997,182.07316494,68,0,0.1925196653354077,-0.2886159649049109,0.2886159649049109,0.1925196653354077,0.6428571428571429,1.0,1.3571428571428572,16.138265180166254,10.039466370350809,2.0556401157605753,-1.9882943090672243,2.0786317814185327,-1.9925035301173148,6.0836813168745945,0.10340472792903835,2.348637604509715,376.003255415297,9.803118619434356,7.681750982360123,7.681750982360123,6.877010097711745,4.525491350277851,4.525491350277851,3.0611749528008096,3.0611749528008096,2.071955531687609,2.071955531687609,1.3457218019266357,1.3457218019266357,-1.8899999999999997,-666,8.696948085233146,3.8789693771624525,1.7163680610147731,83.01496154000138,0.0,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,0.0,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,0.0,0.0,15.921440167465814,60.6636706846161,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,5.783244946364939,0.0,11.126902983393991,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,11.846296296296297,0.0,1.4698148148148151,0.07518518518518569,18.608703703703704,0.0,0.0,0.0,0.0,14,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,2.917600000000001,56.316500000000026,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.3,2.309074074074074,1.3179454837490554,2.309074074074074,1.3179454837490554,0.24345418372476169,252.31599999999997,240.21999999999994,252.093900384,92,0,-0.0020351483441468734,-0.06162863921924358,0.06162863921924358,0.0020351483441468734,0.4,1.1,2.0,14.126846279404493,9.910302212042616,2.094115295590412,-2.122889117513377,2.375276775749173,-1.8460058247375424,6.28288223516264,1.782678161355738,2.230840176230173,1069.7218869027129,13.10408352775558,10.928203230275512,10.928203230275512,9.915816237971967,6.970084679281463,6.970084679281463,5.453738644055911,5.453738644055911,4.370903899401219,4.370903899401219,3.4894938406919622,3.4894938406919622,-2.5999999999999988,-666,10.21902349550179,3.486521567643158,1.1630091486510117,116.13708612657338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.73003775307771,49.15616078417998,0.0,0.0,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.089793715718365,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,10.820693972033258,0.0,0.0,26.512639361300074,0.0,0.0,0.0,0.0,20,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,5.737200000000003,87.65200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.6,2.246574074074074,1.3305120937263797,2.246574074074074,1.3305120937263797,0.24345418372476169,252.31599999999997,240.21999999999994,252.093900384,92,0,-0.0020347856551073858,-0.06160705598363455,0.06160705598363455,0.0020347856551073858,0.35,0.8,1.3,14.1420447122545,9.894978179604061,2.111509333724193,-2.1360711582955654,2.3953218816991773,-1.856721976477883,6.330103211646925,1.7824543673641478,2.3291505869732854,998.0049697160237,13.10408352775558,10.928203230275512,10.928203230275512,9.932652990377573,6.976067743425171,6.976067743425171,5.418517833155046,5.418517833155046,4.393232998770479,4.393232998770479,3.557442519100481,3.557442519100481,-2.5999999999999988,-666,10.21902349550179,3.486521567643158,1.1198586037116531,116.13708612657338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,43.089793715718365,0.0,0.0,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.089793715718365,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,10.894357520786095,0.0,0.0,26.43897581254724,0.0,0.0,0.0,0.0,20,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,5.737200000000003,87.65200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,10.282777777777778,-0.12074074074074037,10.282777777777778,0.12074074074074037,0.4166812385860659,108.09599999999999,104.06399999999998,108.021129368,40,0,0.178413029551503,-0.28996057425415284,0.28996057425415284,0.178413029551503,0.75,1.0,1.25,16.141941543428917,10.167714954495251,1.9739666414554398,-1.8702871045641438,1.9015159231408596,-1.9660018741243612,6.136830102042046,-0.1134037674543484,2.8264765530384865,148.70521621571413,5.983127663125442,4.125897657686229,4.125897657686229,3.787693700234704,2.2296154955097816,2.2296154955097816,1.4714045207910322,1.4714045207910322,0.8237323731023262,0.8237323731023262,0.4396439643289409,0.4396439643289409,-1.1800000000000002,-666,4.966627565982405,1.7381205361963379,0.9041418956093399,46.50196858200238,0.0,0.0,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,0.0,24.304080427335524,0.0,0.0,9.589074368143644,11.566489892729878,0.0,0.0,0.0,0.0,0.0,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,9.589074368143644,0.0,0.0,24.304080427335524,0.0,0.0,0.0,34.14,0.0,9.589074368143644,0.0,11.566489892729878,0.0,0.0,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,20.565555555555555,0.0,0.0,-0.24148148148148074,0.0,5.0092592592592595,0.0,0.0,0.0,8,0,2,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0.25059999999999993,28.29399999999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2,10.410802469135803,-0.4068518518518516,10.410802469135803,0.4068518518518516,0.5461130872276998,140.569,135.529,140.00289246,46,0,0.25188518908408497,-0.27561502221289413,0.27561502221289413,0.25188518908408497,1.2222222222222223,1.7777777777777777,2.111111111111111,35.49571251516083,10.23179151526272,1.9540667256327526,-1.8692452007758853,2.006697225970448,-1.842690222501523,6.672792839480759,0.10766003893485487,2.981454614041131,205.415952604261,6.69023444431199,4.67296410942122,5.428893055439675,4.304530452640311,2.553789984259505,2.931754457268732,1.6397302696337575,1.9830158561004632,1.0007491436643938,1.2189670339003864,0.5691883131315224,0.6951764708012649,-0.8200000000000001,-666,6.302249388753057,2.6460974753069504,1.5413467698836087,58.261133560819005,0.0,0.0,0.0,0.0,5.2424267684092705,0.0,4.794537184071822,0.0,0.0,0.0,30.33183534230805,11.600939890232516,5.563451491696996,0.0,4.794537184071822,16.843366658641784,0.0,0.0,0.0,0.0,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.2424267684092705,0.0,0.0,10.357988675768818,30.33183534230805,0.0,0.0,0.0,17.07,5.2424267684092705,4.794537184071822,0.0,0.0,5.563451491696996,0.0,0.0,24.26546827384644,6.06636706846161,0.0,11.600939890232516,0.0,5.164259259259259,10.410802469135803,-0.4068518518518516,0.5408950617283956,0.0,8.73533950617284,0.0,0.0,0.0,0.0,9,0,1,0,0,0,1,0,1,1,0,2,1,0,0,0,1,2.0656,36.62550000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.97,8.537592592592592,0.13972222222222208,8.537592592592592,0.13972222222222208,0.5723436119287516,108.13999999999997,100.07599999999998,108.057514876,42,0,0.06813693972174781,-0.3916804684282009,0.3916804684282009,0.06813693972174781,1.125,1.75,2.125,16.25024349675667,10.226480034689388,1.8063014821023555,-1.8873289469783776,1.9491003361878643,-1.7726836754112527,5.124430982766706,0.28160926643985323,2.8320858350070908,145.73281445033504,5.819990956308912,4.541071722634634,4.541071722634634,3.931851652578137,2.5804647591330716,2.5804647591330716,1.643712442661908,1.643712442661908,1.0253988479125442,1.0253988479125442,0.5834198265146368,0.5834198265146368,-0.8200000000000001,-666,5.319275766016713,2.4782287289052554,1.073981896801325,48.59057898608958,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,5.563451491696996,0.0,6.606881964512918,5.106527394840706,0.0,0.0,0.0,0.0,6.606881964512918,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,6.606881964512918,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.606881964512918,0.0,5.563451491696996,0.0,0.0,30.33183534230805,0.0,5.106527394840706,0.0,0.0,0.0,8.537592592592592,0.9652777777777779,0.0,9.524074074074074,0.0,0.13972222222222208,0.0,0.14285714285714285,8,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1.1789,32.364799999999995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.9,2.263333333333333,1.2726417233560092,2.263333333333333,1.2726417233560092,0.4108902584094402,254.332,240.21999999999994,254.109550448,94,0,-0.017743201867227835,-0.061629703171469416,0.061629703171469416,0.017743201867227835,0.35,0.75,1.2,14.05025285588357,9.986548714167043,2.0064551378626727,-2.0574137022450056,2.268471642465294,-1.798346941544581,5.906946321155105,1.6713884486919188,1.910516242744683,826.1500470850838,13.363596551749424,11.082903768654765,11.082903768654765,9.898979485566358,6.880768281804422,6.880768281804422,5.123859634416525,5.123859634416525,3.8322645618629547,3.8322645618629547,2.7377666788449937,2.7377666788449937,-2.5999999999999988,-666,11.245444059976933,4.499773242630386,1.8631379962192827,117.85182638903143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,44.804533978176394,0.0,0.0,0.0,21.544896857859182,0.0,0.0,0.0,0.0,0.0,84.92913895846256,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.92913895846256,0.0,32.671799841253176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.671799841253176,0.0,0.0,84.92913895846256,0.0,0.0,0.0,0.0,5.157773683547494,2.5452834467120184,0.0,30.296942869740487,0.0,0.0,0.0,0.0,20,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,5.660000000000004,86.89000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.57,2.1203703703703702,1.2760185185185187,2.1203703703703702,1.2760185185185187,0.5905018880213778,154.21199999999996,144.13199999999998,154.07825032,58,0,-0.018404256076149473,-0.062225394893666276,0.062225394893666276,0.018404256076149473,0.4166666666666667,0.75,1.0833333333333333,13.96133162823649,10.068819284791356,1.9123006747664761,-1.9807071412546926,2.1656688596491174,-1.7312579020506615,5.621924011493725,1.6200633197743006,2.457149480139045,297.4313204906765,8.22576835024473,6.77350269189626,6.77350269189626,5.966326495188786,4.071367205045919,4.071367205045919,2.732050807568879,2.732050807568879,1.880911470030613,1.880911470030613,1.2612058845650993,1.2612058845650993,-1.5599999999999996,-666,7.108736857548047,3.2249464015776437,1.3739359404482387,72.48849732556099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,12.13273413692322,48.53093654769288,0.0,0.0,0.0,0.0,0.0,2.5520370370370373,0.0,20.781296296296297,0.0,0.0,0.0,0.0,12,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,3.353600000000002,51.87800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7,3.3112500000000002,1.1342592592592595,3.3112500000000002,1.1342592592592595,0.5420450088370231,157.01,151.96999999999997,155.95746226,36,0,0.017475282511436593,-0.0621899905650267,0.0621899905650267,0.017475282511436593,1.0,1.5714285714285714,1.8571428571428572,79.91873091727764,10.37659387732845,1.7389078847395847,-1.800258660595405,2.046677135463229,-1.5531262643425237,9.102988208739504,1.6560828595603276,3.0214653097240864,134.10736969541455,5.112884175122364,3.764715818957356,5.3507123580720615,3.393846850117352,2.0996658390275735,2.8926641085849254,1.2955681594256185,2.211243688217308,0.7331105593517154,1.2617760723899503,0.4146671044330672,0.7198922806969636,-0.30000000000000004,-666,4.849253731343284,2.123680215888008,1.3161241356046551,51.298950725138326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.12904510333418,12.13273413692322,4.472719515832414,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,0.0,34.80455485814046,0.0,0.0,0.0,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,34.80455485814046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.472719515832414,0.0,0.0,30.33183534230805,15.929943897949348,0.0,1.1342592592592595,3.3112500000000002,0.0,0.0,0.0,0.0,9.971157407407407,0.0,0.0,0.0,0.0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.4491000000000005,34.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.23,3.3095138888888886,1.15625,3.3095138888888886,1.15625,0.5113821197020362,137.01999999999998,127.948,135.988762388,32,0,0.003115222707676138,-0.09280798507522109,0.09280798507522109,0.003115222707676138,1.6,2.2,2.2,79.91872954529417,10.391583657732802,1.6935312694167748,-1.7725496879091804,1.888306274028116,-1.639326240858269,9.088864571375176,0.9017812657271783,2.19060968716425,11.119415478763749,4.121320343559642,3.4992848165688697,5.085281355683573,2.414213562373095,1.9743680230989717,3.0958369308453744,1.042535627097887,1.8355338966552388,0.4871840115494858,1.047918465422687,0.13363062095621214,0.6943650748294133,0.48,-666,5.48,4.480000000000002,4.480000000000002,41.70162497666073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.274502720565984,6.4208216229260096,5.330089647061427,0.0,0.0,15.929943897949348,0.0,0.0,0.0,19.765380445542643,5.330089647061427,0.0,0.0,0.0,0.0,0.0,0.0,15.929943897949348,5.330089647061427,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.330089647061427,12.841643245852019,0.0,0.0,22.85368109763997,0.0,0.0,3.3095138888888886,0.0,1.15625,0.0,0.0,0.0,2.6024305555555554,2.1818055555555556,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2.1814,28.701999999999988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.89,3.373263888888889,0.6967592592592591,3.373263888888889,0.6967592592592591,0.4855892305522946,137.01999999999998,127.948,135.988762388,32,0,0.011445025631977081,-0.08938067149002546,0.08938067149002546,0.011445025631977081,1.8,2.0,2.0,79.91873317301524,10.388366488579189,1.821356949926269,-1.875822630335498,1.9873076685017443,-1.7976239001951415,9.092287574504324,0.9217762413100832,2.5395388613593908,17.609640474436812,4.284457050376173,3.6624215233854005,5.248418062500105,2.270055610029662,1.9109232310760287,2.826598759867718,1.1890178211258102,2.752173725692681,0.562551640425955,1.210032016201136,0.0,0.0,0.48,-666,5.48,2.7032142857142865,4.480000000000002,41.70162497666073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7774182973306,6.4208216229260096,4.827174070296812,0.0,0.0,15.929943897949348,0.0,0.0,0.0,25.09547009260407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.929943897949348,4.827174070296812,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.827174070296812,0.0,6.4208216229260096,0.0,0.0,29.7774182973306,0.0,0.0,3.373263888888889,0.6967592592592591,0.0,0.0,0.0,0.0,1.2222222222222223,4.291087962962963,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.1798,28.67999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.47,3.1458333333333335,1.0625,3.1458333333333335,1.0625,0.4121785720964007,108.966,103.92599999999999,107.95746226,20,0,0.0002805112836771427,-0.09310768028380192,0.09310768028380192,0.0002805112836771427,2.0,2.0,2.0,79.91872950669546,11.003731309691895,1.3782856930447909,-1.4513487321343121,1.6687770697621314,-1.336534414346914,9.08875908581656,1.558646371918847,1.6329931618554523,2.7548875021634682,2.7071067811865475,2.0850712541957748,3.6710677933104785,1.4142135623730951,0.9743680230989717,2.0958369308453744,0.26726124191242434,1.388730149658827,0.0,0.0,0.0,0.0,0.48,-666,3.48,2.48,2.4799999999999995,28.971740747867514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85368109763997,0.0,5.330089647061427,0.0,0.0,15.929943897949348,0.0,0.0,0.0,6.923737199690624,5.330089647061427,0.0,0.0,0.0,0.0,0.0,0.0,15.929943897949348,5.330089647061427,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.330089647061427,0.0,0.0,6.923737199690624,15.929943897949348,0.0,0.0,3.1458333333333335,0.0,1.0625,0.0,0.0,0.0,0.0,2.0416666666666665,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4012,19.467999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.12,3.2777777777777777,1.5625,3.2777777777777777,1.5625,0.4398237132310551,106.94999999999999,103.92599999999999,105.941812196,18,0,-0.026096059274333422,-0.09210286402121319,0.09210286402121319,0.026096059274333422,2.0,2.0,2.0,79.91872778279938,11.296582389486952,1.1770558458187743,-1.273002111857671,1.6809688443280835,-0.8948802259109353,9.108656197659814,2.7209122379506634,2.1874960973678963,10.264662506490405,2.7071067811865475,1.6624215233854005,3.2484180625001047,1.4142135623730951,0.6264661806998554,1.5421417094915446,0.1543033499620919,0.8017837257372731,0.0,0.0,0.0,0.0,0.21999999999999997,-666,3.2199999999999998,2.2199999999999993,2.219999999999995,28.282137715683263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.508879581547845,4.9852881309693,0.0,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,0.0,11.564223814567796,0.0,0.0,0.0,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,11.564223814567796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9852881309693,0.0,22.508879581547845,0.0,0.0,2.9097222222222223,1.5625,0.0,0.0,0.0,0.0,0.0,3.2777777777777777,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5248,19.123999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.8,3.4014650651927436,1.177295918367347,3.4014650651927436,1.177295918367347,0.44804533965953225,179.101,163.981,178.03571258,50,0,0.0031253024002491038,-0.09280780398759336,0.09280780398759336,0.0031253024002491038,1.0,1.625,2.125,79.91872959217895,10.163568621408007,1.8360214459621504,-1.9267754454194634,2.025350590516578,-1.7578679180231103,9.088865828629405,0.6604047605842768,2.53006045688352,29.368065554250645,6.242640687119286,5.6206051601285125,7.206601699243217,3.914213562373095,3.4743680230989717,4.595836930845374,2.1031957988777084,2.89619406843506,1.2371840115494857,1.7979184654226867,0.6980445088455802,1.0945436436242562,0.48,-666,8.48,7.4799999999999995,6.48,60.79645131985056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53696758934401,6.4208216229260096,5.330089647061427,0.0,0.0,15.929943897949348,0.0,0.0,0.0,39.02784531432067,5.330089647061427,0.0,0.0,0.0,0.0,0.0,0.0,15.929943897949348,5.330089647061427,0.0,0.0,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.43419776169148,0.0,0.0,22.85368109763997,0.0,0.0,3.4014650651927436,0.0,1.177295918367347,0.0,0.0,0.0,6.927059240362811,2.2441797760770976,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3.351700000000002,42.55300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
