fusH,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
14.18,3.8842592592592595,1.2106481481481484,3.8842592592592595,1.2106481481481484,0.4719983679006756,93.129,86.073,93.057849224,36,0,0.029653003828134867,-0.264459387256486,0.264459387256486,0.029653003828134867,1.5714285714285714,2.4285714285714284,2.7142857142857144,14.604790039239418,10.328970162428316,1.726806360152544,-1.8165910408725825,1.8768411768405866,-1.6896574570504665,5.039518347496001,1.2695065637764364,3.0214653097240864,134.10736969541455,5.112884175122364,4.256614672258461,4.256614672258461,3.393846850117352,2.260414715350615,2.260414715350615,1.5303755341263872,1.5303755341263872,0.8094199929348828,0.8094199929348828,0.4481391923352558,0.4481391923352558,-0.85,-666,4.31260162601626,1.7349674800723753,0.9995769964301435,43.01599321484008,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,6.06636706846161,18.55355575984923,12.393687143226153,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,0.0,30.08987277184637,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,5.563451491696996,24.526421280149375,0.0,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,6.196843571613076,25.25331490822692,4.9839785209472085,0.0,0.0,0.0,3.8842592592592595,0.0,1.2106481481481484,0.0,3.9467592592592595,3.6041666666666665,2.0208333333333335,0.0,0.16666666666666666,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.39002,28.973999999999993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.58,3.8455555555555554,1.2592592592592595,3.8455555555555554,1.2592592592592595,0.4719983679006756,93.12899999999999,86.073,93.057849224,36,0,0.02699300482342639,-0.2647166344741127,0.2647166344741127,0.02699300482342639,1.2857142857142858,1.8571428571428572,2.142857142857143,14.60038550895539,10.313064466871324,1.7246005824088828,-1.817684811170517,1.8827848424886646,-1.6813035392548241,5.051606335058975,1.2867071906833838,3.0214653097240864,134.10736969541455,5.112884175122364,4.256614672258461,4.256614672258461,3.393846850117352,2.260414715350615,2.260414715350615,1.5245638646895838,1.5245638646895838,0.8469872147279689,0.8469872147279689,0.4264497467203111,0.4264497467203111,-0.8500000000000001,-666,4.31260162601626,1.7349674800723753,0.9995769964301435,43.01599321484008,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,0.0,24.619922828310838,12.393687143226153,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,0.0,30.08987277184637,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,5.563451491696996,24.52642128014937,0.0,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,12.393687143226153,19.056471336613843,4.9839785209472085,0.0,0.0,0.0,3.8455555555555554,0.0,1.2592592592592595,0.0,3.9444444444444446,3.574074074074074,2.0433333333333334,0.0,0.16666666666666666,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.39002,28.973999999999993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14.0,9.479166666666666,-0.49537037037037,9.479166666666666,0.49537037037037,0.39133172914084335,74.083,68.035,74.048012812,30,0,0.3114124390020204,-0.3516773223191029,0.3516773223191029,0.3114124390020204,2.0,2.2,2.2,16.157858386007867,11.050672204733399,1.7239715302388239,-1.8008938907248127,1.3825240460415829,-2.240210308787133,5.7052530109148405,0.2505932429486136,2.847378923087672,42.91260938324327,4.284457050376173,2.985598559653489,2.985598559653489,2.270055610029662,1.2427992798267444,1.2427992798267444,0.6142507701111302,0.6142507701111302,0.24639963991337221,0.24639963991337221,0.0,0.0,-0.73,-666,4.269999999999999,1.575810397553516,3.2699999999999974,30.155468122890678,11.050456081168516,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,0.0,7.04767198267719,0.0,4.794537184071822,6.031114512338072,0.0,5.316788604006331,5.733667477162185,0.0,7.04767198267719,0.0,0.0,0.0,11.050456081168516,4.794537184071822,0.0,0.0,13.078786495015262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.12,6.031114512338072,4.794537184071822,0.0,0.0,0.0,0.0,7.04767198267719,0.0,0.0,11.050456081168516,0.0,0.0,0.0,9.479166666666666,2.1666666666666665,4.541666666666666,0.0,-0.49537037037037,0.0,0.0,1.474537037037037,0.5,5,3,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,-0.7155,18.643100000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14.5,5.006944444444445,0.8888888888888888,5.006944444444445,0.8888888888888888,0.4340574553786442,87.122,78.05,87.068413908,36,0,0.05910807224558097,-0.37881251357971846,0.37881251357971846,0.05910807224558097,1.1666666666666667,1.8333333333333333,2.0,16.476686640061853,10.535272053982544,1.924409716177667,-2.09985128843908,1.761819194568952,-2.2969287526590176,4.491105718881556,0.10910673940252179,2.0,23.019550008653873,4.242640687119286,3.736675415210053,3.736675415210053,3.0,2.284457050376173,2.284457050376173,1.3623724356957945,1.3623724356957945,0.846352670420018,0.846352670420018,0.5157372072107785,0.5157372072107785,-0.08,-666,4.088918918918919,2.157216946676406,0.9536924762600438,37.49165363060507,10.05365155780638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08951281182515,13.213763929025836,4.736862953800049,0.0,0.0,5.316788604006331,0.0,0.0,26.303276740850986,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,26.303276740850986,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,21.259999999999998,0.0,0.0,0.0,0.0,0.0,26.303276740850986,0.0,0.0,0.0,5.316788604006331,4.736862953800049,5.006944444444445,0.0,0.0,3.1597222222222223,0.0,0.0,0.0,0.0,3.833333333333333,0.0,1.0,6,1,2,0,1,1,0,0,0,2,1,2,0,0,1,1,1,-0.3938000000000001,23.688699999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.01,2.1203703703703702,1.3101851851851853,2.1203703703703702,1.3101851851851853,0.5114311994891171,128.17399999999995,120.10999999999997,128.062600256,48,0,-0.018404250672442266,-0.06162971144687501,0.06162971144687501,0.018404250672442266,0.5,0.8,1.1,13.897200748817012,10.132094340785901,1.8457978667862491,-1.919798598723747,2.1057162842241914,-1.6654553018517613,5.8148423611800535,1.7511038765669886,2.8880516016579914,271.01518240905483,6.811554787871634,5.618802153517007,5.618802153517007,4.9663264951887856,3.404700538379253,3.404700538379253,2.3471506281091274,2.3471506281091274,1.6586892478083903,1.6586892478083903,1.132905824745182,1.132905824745182,-1.2999999999999998,-666,5.482229779997874,2.143052886105772,0.7805335436910606,60.11306765123217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,10.772448428929591,0.0,0.0,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,48.53093654769288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.772448428929591,0.0,0.0,48.53093654769288,0.0,0.0,0.0,0.0,2.6203703703703707,0.0,0.0,16.712962962962962,0.0,0.0,0.0,0.0,10,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2.839800000000001,43.94800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.1,9.371203703703703,0.35009259259259307,9.371203703703703,0.35009259259259307,0.6020160700037417,144.17299999999997,136.10899999999998,144.057514876,54,0,0.12289872819208321,-0.5073115174760925,0.5073115174760925,0.12289872819208321,0.8181818181818182,1.5454545454545454,2.3636363636363638,16.25510989596467,10.114981348393018,1.9396542588119488,-1.9721572536858674,2.223777229193822,-1.7030674577619154,5.872199343047908,0.4814463028142002,2.9131611636048604,374.03449039867843,7.681798275874712,5.988665479827339,5.988665479827339,5.377010097711745,3.544974002795898,3.544974002795898,2.4982742827585622,2.4982742827585622,1.7666214190377916,1.7666214190377916,1.2083120506537177,1.2083120506537177,-1.5,-666,6.22562358276644,2.274078478002378,0.9444444444444444,64.90730140342818,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,11.452591282926406,5.386224214464796,0.0,5.106527394840706,10.772448428929591,0.0,0.0,0.0,0.0,0.0,42.46456947923127,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,20.23,0.0,5.106527394840706,0.0,0.0,5.749511833283905,10.772448428929591,0.0,6.06636706846161,36.39820241076966,0.0,0.0,0.0,0.0,0.0,11.35962962962963,0.0,0.35009259259259307,13.290277777777778,0.0,0.0,0.0,0.0,11,1,1,0,0,0,2,0,2,1,1,1,0,0,0,0,2,2.5454000000000008,45.61280000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1,9.130243764172336,0.3228703703703706,9.130243764172336,0.3228703703703706,0.6020160700037417,144.17299999999997,136.10899999999998,144.057514876,54,0,0.11571652460771858,-0.507943524733119,0.507943524733119,0.11571652460771858,0.8181818181818182,1.5454545454545454,2.3636363636363638,16.254656574924745,10.121774709000634,1.9066833576458482,-1.955754770764068,2.180897838377577,-1.6919620147340493,5.83038697223853,0.47595934329987594,2.8289012156206956,379.28449039867843,7.681798275874712,5.988665479827339,5.988665479827339,5.360173345306137,3.5389909386521907,3.5389909386521907,2.5314535723606113,2.5314535723606113,1.7330488189695572,1.7330488189695572,1.1767176965349277,1.1767176965349277,-1.5,-666,6.22562358276644,2.274078478002378,1.0493060628195763,64.90730140342819,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,22.90518256585281,0.0,0.0,5.106527394840706,10.772448428929591,0.0,0.0,0.0,0.0,0.0,42.46456947923127,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,10.772448428929591,0.0,12.13273413692322,30.33183534230805,0.0,5.106527394840706,0.0,0.0,0.0,11.36431783824641,0.0,0.3228703703703706,13.31281179138322,0.0,0.0,0.0,0.0,11,1,1,0,0,0,2,0,2,1,1,1,0,0,0,0,2,2.5454,45.61280000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1,2.1875,0.5,2.1875,0.5,0.4105781835342534,72.151,60.05499999999999,72.093900384,32,0,-0.04110154814903501,-0.060438148494705184,0.060438148494705184,0.04110154814903501,0.8,0.8,0.8,14.012500562499918,10.012499437500075,1.9507468318905004,-2.049286528534241,2.0749019436870664,-1.9278019436870664,4.469833034771958,0.46916696522803947,3.0237157840738176,15.509775004326936,4.5,4.5,4.5,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-666,5.0,1.0,0.0,34.19901948541599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,5.41499046939678,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,0.0,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.75,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0524,25.12899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2,10.383148148148148,-0.4415740740740739,10.383148148148148,0.4415740740740739,0.5772627921564857,122.12699999999997,116.079,122.048012812,46,0,0.2497619496515242,-0.36555064039965735,0.36555064039965735,0.2497619496515242,1.6666666666666667,2.4444444444444446,2.7777777777777777,16.146291381867304,10.272056920806532,1.943738646306833,-1.8828148839948555,1.907963817412707,-2.0997622651802295,5.917460405424664,0.0999728357080012,2.981454614041131,207.5576620543373,6.69023444431199,4.7422132319119505,4.7422132319119505,4.304530452640311,2.5032139951773598,2.5032139951773598,1.6059511696427042,1.6059511696427042,0.9460547340291837,0.9460547340291837,0.5085121970419809,0.5085121970419809,-1.38,-666,5.751233595800525,2.2593342006647616,1.2528322001978998,52.51740601189656,5.733667477162185,0.0,0.0,5.907179729351506,0.0,0.0,9.77851570501903,0.0,0.0,0.0,0.0,12.13273413692322,12.393687143226153,5.563451491696996,4.794537184071822,5.907179729351506,0.0,4.9839785209472085,5.733667477162185,0.0,0.0,30.08987277184637,0.0,0.0,5.733667477162185,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.526421280149375,0.0,0.0,0.0,55.980000000000004,5.907179729351506,4.794537184071822,0.0,0.0,5.563451491696996,0.0,6.196843571613076,18.3295777085363,0.0,4.9839785209472085,5.733667477162185,0.0,0.0,14.08824074074074,0.0,5.376944444444445,-0.4415740740740739,3.2871296296296295,3.0225925925925923,0.0,0.0,0.0,9,2,3,0,0,0,0,1,1,2,1,3,1,0,0,0,1,0.18050000000000016,32.7549,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16.1,10.147314814814814,-0.5046296296296298,10.147314814814814,0.03935185185185164,0.35954360900709126,138.126,132.07799999999997,138.042927432,52,0,0.29160098401690615,-0.3931676875151401,0.3931676875151401,0.29160098401690615,1.4,2.0,2.4,16.628393722145812,10.268054465596705,2.06519942020579,-1.9220859059379478,2.179415062560852,-1.9324994802811144,5.565561232428456,-0.3834618762220794,3.1529414466808685,259.67965837655686,7.560477932315068,5.150461522375813,5.150461522375813,4.71521405516327,2.704780573204529,2.704780573204529,1.8159255101855887,1.8159255101855887,1.1334509714193048,1.1334509714193048,0.6537975440291656,0.6537975440291656,-1.58,-666,6.538764845605701,2.344994095834573,1.0471974342629837,57.42426953900948,5.733667477162185,5.687386274683562,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,12.13273413692322,6.06636706846161,6.06636706846161,4.923311048817671,4.923311048817671,11.374772549367124,0.0,0.0,0.0,0.0,5.733667477162185,34.37978654261202,0.0,0.0,5.733667477162185,11.374772549367124,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,69.16,4.923311048817671,10.114318268765572,0.0,11.374772549367124,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,5.733667477162185,0.0,0.0,9.642685185185185,10.147314814814814,5.441851851851853,0.0,6.101481481481481,0.0,0.0,0.0,0.0,10,2,4,0,0,0,1,0,1,3,1,4,1,0,0,0,1,1.177,37.50880000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6,10.103148148148147,-0.4758333333333331,10.103148148148147,0.0277777777777779,0.35954360900709126,138.126,132.07799999999997,138.042927432,52,0,0.27098245050641295,-0.3985247880942554,0.3985247880942554,0.27098245050641295,1.5,2.2,2.6,16.62821394061701,10.276581698493116,2.0155769074157144,-1.9038241703015968,2.127951823733015,-1.8917460021500776,5.463639647361743,-0.3843772175480846,3.069899265759275,259.67965837655686,7.560477932315068,5.150461522375813,5.150461522375813,4.698377302757663,2.698797509060822,2.698797509060822,1.8520963318594916,1.8520963318594916,1.0810290566893637,1.0810290566893637,0.638360715984689,0.638360715984689,-1.58,-666,6.538764845605701,2.344994095834573,1.2226169416633605,57.42426953900948,5.733667477162185,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,6.06636706846161,6.06636706846161,17.820120411606784,4.923311048817671,4.923311048817671,11.374772549367124,0.0,0.0,0.0,0.0,5.733667477162185,34.37978654261202,0.0,0.0,5.733667477162185,11.374772549367124,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,69.16,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.687386274683562,0.0,12.13273413692322,12.13273413692322,0.0,0.0,5.733667477162185,0.0,0.0,9.627314814814813,10.103148148148147,5.7310185185185185,0.0,5.871851851851852,0.0,0.0,0.0,0.0,10,2,4,0,0,0,1,0,1,3,1,4,1,0,0,0,1,1.177,37.50880000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2,10.07696523053666,-0.4588888888888887,10.07696523053666,0.0640740740740744,0.35954360900709126,138.126,132.07799999999997,138.042927432,52,0,0.26907480043028903,-0.3987220829005813,0.3987220829005813,0.26907480043028903,1.3,1.8,2.2,16.628204386554152,10.279066550352795,2.004101529990599,-1.8983342370548406,2.114665256275504,-1.8802511178881576,5.438024287474792,-0.3844283194796118,3.003400684579818,242.4296583765568,7.560477932315068,5.150461522375813,5.150461522375813,4.698377302757663,2.698797509060822,2.698797509060822,1.8486420081655432,1.8486420081655432,1.1039066450341708,1.1039066450341708,0.5960379688459543,0.5960379688459543,-1.58,-666,6.538764845605701,2.344994095834573,1.2226169416633605,57.42426953900948,5.733667477162185,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,0.0,12.13273413692322,17.820120411606784,4.923311048817671,4.923311048817671,11.374772549367124,0.0,0.0,0.0,0.0,5.733667477162185,34.37978654261202,0.0,0.0,5.733667477162185,11.374772549367124,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,69.16,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.687386274683562,0.0,24.26546827384644,0.0,0.0,0.0,5.733667477162185,0.0,0.0,9.618076341647772,10.07696523053666,5.901254724111867,0.0,5.737037037037037,0.0,0.0,0.0,0.0,10,2,4,0,0,0,1,0,1,3,1,4,1,0,0,0,1,1.177,37.508800000000015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.12,10.006481481481481,-0.4166666666666665,10.006481481481481,0.13657407407407463,0.4200757446342405,123.11099999999996,118.07099999999998,123.0320284,46,0,0.2689216270439583,-0.2583096384435056,0.2689216270439583,0.2583096384435056,1.2222222222222223,1.7777777777777777,2.111111111111111,16.628198561579225,10.320808823128269,1.9804749432820008,-1.8478890798510954,2.0623608540228275,-1.842653779185319,5.274712075617292,-0.38443790485489054,2.981454614041131,207.5576620543373,6.69023444431199,4.650461522375814,4.650461522375814,4.304530452640311,2.4994387719430495,2.4994387719430495,1.5926589440218357,1.5926589440218357,0.967012110859851,0.967012110859851,0.5497102281601604,0.5497102281601604,-1.38,-666,5.751233595800525,2.2593342006647616,1.2528322001978998,52.08437884199676,0.0,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,18.19910120538483,0.0,12.13273413692322,4.923311048817671,4.923311048817671,5.687386274683562,0.0,0.0,0.0,0.0,0.0,40.44615361107362,0.0,0.0,0.0,5.687386274683562,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,30.33183534230805,0.0,0.0,0.0,43.14,4.923311048817671,10.114318268765572,0.0,5.687386274683562,0.0,0.0,12.13273413692322,18.19910120538483,0.0,0.0,0.0,0.0,0.0,9.589814814814815,10.006481481481481,0.13657407407407463,0.0,7.933796296296296,0.0,0.0,0.0,0.0,9,0,3,0,0,0,1,0,1,2,0,3,1,0,0,0,1,1.5948,33.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
