name,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
(methylsulfinyl)methane,9.555555555555555,-0.6111111111111114,9.555555555555555,0.6111111111111114,0.3981850774633207,78.136,72.088,78.013935812,26,0,0.014804214088221839,-0.2601579626577377,0.2601579626577377,0.014804214088221839,1.5,1.5,1.5,32.19696040763111,11.912196087574866,1.5716343363286278,-1.5986639964786291,1.470818670319327,-1.7011978973115964,7.829987043024964,0.6900118228151245,2.8030394876740514,29.019550008653873,3.5773502691896257,2.8164965809277263,3.632993161855452,1.7320508075688772,0.9831632475943929,2.949489742783178,0.7415816237971965,2.224744871391589,0.0,0.0,0.0,0.0,0.14999999999999997,-666,4.150000000000002,1.4674603174603182,126.37222222222238,28.478447345802074,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,0.0,0.0,23.311107409927118,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,0.0,12.511538367022808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.720436859187277,10.799569042904308,0.0,0.0,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,0.0,0.0,12.511538367022808,0.0,0.0,0.0,9.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,3.2777777777777777,0.0,-0.6111111111111114,1.0,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.005299999999999971,19.990399999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(methylsulfinyl)ethane,9.92361111111111,-0.5725308641975311,9.92361111111111,0.5725308641975311,0.456873448879777,92.163,84.09899999999999,92.029585876,32,0,0.02031649707852527,-0.2598817697249121,0.2598817697249121,0.02031649707852527,1.8,2.0,2.0,32.19708688104147,10.985747127439485,1.7280579469743937,-1.7421032842940956,1.6434404180960247,-1.834583369734289,7.837007306048529,0.6872574721237945,2.8473789230876716,42.1577218810798,4.284457050376173,3.5236033621142737,4.3400999430419995,2.270055610029662,1.5706968729118902,3.2978770563625748,0.8618680660540504,2.5856041981621507,0.40652626479257087,1.2195787943777123,0.0,0.0,0.14999999999999997,-666,5.1499999999999995,2.390963855421687,4.150000000000002,34.843389460198686,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,6.923737199690624,0.0,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,6.923737199690624,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,6.923737199690624,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,5.752853606746789,0.0,6.255769183511404,6.923737199690624,0.0,0.0,9.92361111111111,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,1.6944444444444444,1.8989197530864197,-0.5725308641975311,1.0,5,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0.38480000000000003,24.607399999999988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfinyl)propane,10.154861111111112,-0.5655864197530867,10.154861111111112,0.5655864197530867,0.5080183250423069,106.19,96.10999999999999,106.04523594,38,0,0.02289312806821214,-0.2598716025420832,0.2598716025420832,0.02289312806821214,1.6666666666666667,2.1666666666666665,2.1666666666666665,32.197087540883395,10.58496749226465,1.8047079041407794,-1.8234920260902212,1.7693034878038514,-1.8855501953148548,7.83729307898512,0.6853298573252815,2.831257109931365,51.50977500432694,4.99156383156272,4.230710143300821,5.0472067242285465,2.770055610029662,2.0706968729118898,3.7978770563625748,1.277317076691169,2.831951230073506,0.49158162379719633,1.4747448713915887,0.2874574785652648,0.8623724356957944,0.14999999999999997,-666,6.1499999999999995,3.3441747572815532,4.150000000000002,41.20833157459529,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,13.344558822616634,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,13.344558822616634,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,0.0,6.255769183511404,6.923737199690624,0.0,0.0,10.154861111111112,0.0,0.0,0.0,0.0,0.8472222222222222,0.0,2.7565586419753085,2.029166666666667,-0.5655864197530867,1.0,6,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0.7749,29.22439999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfinyl)butane,10.31375,-0.5654475308641977,10.31375,0.5654475308641977,0.546042131053827,120.217,108.12099999999998,120.060886004,44,0,0.023145350140738406,-0.259871431433186,0.259871431433186,0.023145350140738406,1.5714285714285714,2.142857142857143,2.2857142857142856,32.19708762774421,10.386827478890071,1.8474517007454443,-1.8763529316351226,1.864366735663147,-1.90757105134068,7.837308597099918,0.6831628213749702,2.8219389370591843,61.10049400592805,5.698670612749268,4.937816924487368,5.7543135054150945,3.270055610029662,2.5706968729118898,4.297877056362575,1.6308704672844425,3.1855046206667796,0.785348436455945,1.6489385281812872,0.34760069969369184,1.0428020990810751,0.14999999999999997,-666,7.1499999999999995,4.31260162601626,6.15,47.57327368899189,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,19.765380445542643,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,19.765380445542643,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,18.59449685259881,0.0,6.255769183511404,0.0,6.923737199690624,0.0,10.31375,0.0,0.0,0.0,0.0,0.8715277777777778,0.0,3.998364197530864,2.1040277777777776,-0.5654475308641977,1.0,7,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1.165,33.84139999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfinyl)pentane,10.42967970521542,-0.5670524691358028,10.42967970521542,0.5670524691358028,0.5331463780625031,134.244,120.13199999999998,134.076536068,50,0,0.0231552570784725,-0.25987143007703833,0.25987143007703833,0.0231552570784725,1.375,2.0,2.375,32.19708770013694,10.27564483228805,1.873787488782564,-1.9129795103548963,1.933094915563188,-1.9179320612561936,7.837310615121291,0.6798621317353389,2.8223545542480317,70.92878689342031,6.405777393935816,5.644923705673916,6.461420286601642,3.770055610029662,3.0706968729118898,4.797877056362575,1.9844238578777165,3.539058011260053,1.0353484364559449,1.8989385281812872,0.555325205012251,1.165975615036753,0.14999999999999997,-666,8.150000000000002,5.2898601398601395,6.1499999999999995,53.9382158033885,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,19.765380445542643,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,26.186202068468653,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,26.186202068468653,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,12.841643245852019,6.255769183511404,0.0,6.923737199690624,0.0,10.42967970521542,0.0,0.0,0.0,0.0,0.8827777777777778,0.0,5.3254475308641975,2.1513696775006297,-0.5670524691358028,1.0,8,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,1.5551,38.458400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1-(methylsulfinyl)hexane,10.518008786848073,-0.5690365961199297,10.518008786848073,0.5690365961199297,0.5445398184483584,148.27100000000002,132.14299999999997,148.092186132,56,0,0.023155428606595564,-0.25987143007188285,0.25987143007188285,0.023155428606595564,1.2222222222222223,1.8888888888888888,2.3333333333333335,32.197087771853695,10.207247463116097,1.8913113122015002,-1.9395782299392894,1.9819741090730167,-1.9232090642234676,7.8373114825377765,0.671246744084907,2.8288681349096856,80.98533616859814,7.112884175122364,6.352030486860464,7.16852706778819,4.270055610029662,3.5706968729118898,5.297877056362575,2.33797724847099,3.8926114018533267,1.2853484364559449,2.148938528181287,0.7321019003088878,1.3427523103333898,0.14999999999999997,-666,9.15,6.272699386503069,8.149999999999999,60.303157917785114,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,32.60702369139466,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,32.60702369139466,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,19.26246486877803,6.255769183511404,0.0,6.923737199690624,0.0,10.518008786848073,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,6.70091868228773,2.1834424603174605,-0.5690365961199297,1.0,9,0,1,0,0,0,0,0,0,1,0,2,5,0,0,0,0,1.9452,43.075400000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1-(methylsulfinyl)heptane,10.5875496819098,-0.5709852922650545,10.5875496819098,0.5709852922650545,0.5478274329808918,162.298,144.15399999999997,162.107836196,62,0,0.023155429984220547,-0.25987143007187347,0.25987143007187347,0.023155429984220547,1.1,1.7,2.2,32.19708784354448,10.162318913854861,1.9036971581995654,-1.9593859068882116,2.0171163273576203,-1.9259698420503173,7.837312182248776,0.6488995320681422,2.838589121813916,91.25838096618139,7.819990956308912,7.059137268047012,7.875633848974738,4.770055610029662,4.07069687291189,5.797877056362575,2.691530639064264,4.2461647924466,1.5353484364559449,2.398938528181287,0.9088785956055246,1.5195290056300266,0.14999999999999997,-666,10.15,7.259289617486338,8.150000000000002,66.66810003218173,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,32.60702369139466,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,39.02784531432067,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,39.02784531432067,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,25.683286491704038,6.255769183511404,0.0,6.923737199690624,0.0,10.5875496819098,0.0,0.0,0.0,0.0,0.8925736961451247,0.0,8.106761227639204,2.206322908793147,-0.5709852922650545,1.0,10,0,1,0,0,0,0,0,0,1,0,2,6,0,0,0,0,2.3353,47.69240000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1-(methylsulfinyl)octane,10.643722521415974,-0.5727749870524343,10.643722521415974,0.5727749870524343,0.5450876238174331,176.325,156.16499999999996,176.12348626,68,0,0.02315542998949017,-0.25987143007187347,0.25987143007187347,0.02315542998949017,1.0,1.5454545454545454,2.090909090909091,32.197087915241475,10.131230952940832,1.9128866502945399,-1.974555989205981,2.0429518109011675,-1.927495383077164,7.837312851782847,0.6223685723036196,2.849761282233442,101.73585546369786,8.52709773749546,7.76624404923356,8.582740630161286,5.270055610029662,4.57069687291189,6.297877056362575,3.0450840296575374,4.599718183039874,1.7853484364559449,2.648938528181287,1.0856552909021615,1.6963057009266633,0.14999999999999997,-666,11.150000000000002,8.248522167487685,10.15,73.03304214657834,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,39.02784531432067,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,45.448666937246685,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,45.448666937246685,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,32.10410811463005,6.255769183511404,0.0,6.923737199690624,0.0,10.643722521415974,0.0,0.0,0.0,0.0,0.8949652777777778,0.0,9.532996189216428,2.2233132208644775,-0.5727749870524343,1.0,11,0,1,0,0,0,0,0,0,1,0,2,7,0,0,0,0,2.7254000000000014,52.309400000000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1-(methylsulfinyl)nonane,10.69004483546556,-0.5743799253240394,10.69004483546556,0.5743799253240394,0.5374640254523545,190.35199999999998,168.17599999999996,190.139136324,74,0,0.023155429989499862,-0.25987143007187347,0.25987143007187347,0.023155429989499862,0.9166666666666666,1.4166666666666667,1.9166666666666667,32.1970879869463,10.108866247910202,1.9199821610234384,-1.98635139521804,2.062426633784025,-1.9283287278324712,7.837313515851134,0.6010698620032832,2.86138733944056,112.40620687739316,9.234204518682008,8.473350830420108,9.289847411347834,5.770055610029663,5.070696872911889,6.797877056362575,3.398637420250811,4.953271573633148,2.0353484364559447,2.898938528181287,1.2624319861987983,1.8730823962233,0.14999999999999997,-666,12.15,9.23968609865471,10.15,79.39798426097495,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,45.448666937246685,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,51.8694885601727,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,51.8694885601727,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,38.524929737556064,6.255769183511404,0.0,6.923737199690624,0.0,10.69004483546556,0.0,0.0,0.0,0.0,0.8966049382716049,0.0,10.973613044497634,2.2363393293114613,-0.5743799253240394,1.0,12,0,1,0,0,0,0,0,0,1,0,2,8,0,0,0,0,3.1155000000000017,56.92640000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1-(methylsulfinyl)decane,10.728899289092741,-0.5758078408428637,10.728899289092741,0.5758078408428637,0.5253097771863605,204.37899999999996,180.18699999999995,204.154786388,80,0,0.023155429989499873,-0.25987143007187347,0.25987143007187347,0.023155429989499873,0.8461538461538461,1.3076923076923077,1.7692307692307692,32.19708805865898,10.092231913404053,1.925647156599108,-1.995723058849654,2.0774683461845704,-1.9288105341378927,7.837314179180719,0.5846740972324707,2.8729187591669154,123.2586863990795,9.941311299868556,9.180457611606656,9.996954192534382,6.270055610029663,5.570696872911889,7.297877056362575,3.7521908108440845,5.306824964226422,2.2853484364559447,3.148938528181287,1.439208681495435,2.0498590915199366,0.14999999999999997,-666,13.15,10.232304526748973,12.149999999999999,85.76292637537156,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,51.8694885601727,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,58.29031018309871,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,58.29031018309871,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,44.94575136048208,6.255769183511404,0.0,6.923737199690624,0.0,10.728899289092741,0.0,0.0,0.0,0.0,0.8977777777777778,0.0,12.424763437314695,2.2465895588798728,-0.5758078408428637,1.0,13,0,1,0,0,0,0,0,0,1,0,2,9,0,0,0,0,3.505600000000003,61.543400000000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1-(methylsulfinyl)undecane,10.761957310131532,-0.5770768440058065,10.761957310131532,0.5770768440058065,0.5083257288242996,218.40599999999995,192.19799999999995,218.170436452,86,0,0.023155429989499873,-0.25987143007187347,0.25987143007187347,0.023155429989499873,0.7857142857142857,1.2142857142857142,1.6428571428571428,32.19708813037947,10.079540700409133,1.9303005868770617,-2.003248519288074,2.0893506976781793,-1.9290762997002355,7.837314842687877,0.5720275928393754,2.884064614706359,134.28341890015258,10.648418081055103,9.887564392793204,10.70406097372093,6.770055610029663,6.070696872911889,7.797877056362575,4.105744201437358,5.660378354819696,2.5353484364559447,3.398938528181287,1.6159853767920718,2.2266357868165736,0.14999999999999997,-666,14.15,11.226045627376426,12.15,92.12786848976818,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,58.29031018309871,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,64.71113180602472,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,64.71113180602472,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,51.36657298340809,6.255769183511404,0.0,6.923737199690624,0.0,10.761957310131532,0.0,0.0,0.0,0.0,0.8986455463728191,0.0,13.883864676984114,2.254831532739562,-0.5770768440058065,1.0,14,0,1,0,0,0,0,0,0,1,0,2,10,0,0,0,0,3.8957000000000033,66.16040000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1-(methylsulfinyl)dodecane,10.790426094094821,-0.5782068571550503,10.790426094094821,0.5782068571550503,0.48578557318678406,232.43299999999994,204.20899999999995,232.186086516,92,0,0.023155429989499873,-0.25987143007187347,0.25987143007187347,0.023155429989499873,0.7333333333333333,1.1333333333333333,1.5333333333333334,32.19708820210796,10.069630149161432,1.934217811141574,-2.0094002703571445,2.098931692654125,-1.9292352206875802,7.837315506550841,0.5620775385656691,2.8946809694676436,145.4713792008051,11.355524862241651,10.594671173979751,11.411167754907478,7.270055610029663,6.570696872911889,8.297877056362575,4.459297592030631,6.01393174541297,2.7853484364559447,3.648938528181287,1.7927620720887085,2.4034124821132106,0.14999999999999997,-666,15.15,12.220671378091874,14.150000000000002,98.49281060416479,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,64.71113180602472,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,71.13195342895074,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,71.13195342895074,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,57.787394606334104,6.255769183511404,0.0,6.923737199690624,0.0,10.790426094094821,0.0,0.0,0.0,0.0,0.8993055555555556,0.0,15.34911707922661,2.2615803505002847,-0.5782068571550503,1.0,15,0,1,0,0,0,0,0,0,1,0,2,11,0,0,0,0,4.285800000000004,70.77740000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1-(methylsulfinyl)tridecane,10.815199336725208,-0.5792165312416475,10.815199336725208,0.5792165312416475,0.4570996192681884,246.45999999999992,216.21999999999994,246.20173658,98,0,0.023155429989499873,-0.25987143007187347,0.25987143007187347,0.023155429989499873,0.6875,1.0625,1.4375,32.19708827384434,10.061752153575576,1.9375860370455633,-2.014467557923355,2.1068019682242403,-1.9293217373917102,7.83731617080453,0.5541545247091805,2.9047075575882766,156.8143311431168,12.0626316434282,11.3017779551663,12.118274536094026,7.770055610029663,7.070696872911889,8.797877056362575,4.812850982623905,6.367485136006244,3.0353484364559447,3.898938528181287,1.9695387673853453,2.5801891774098475,0.14999999999999997,-666,16.149999999999995,13.21600660066006,14.149999999999995,104.8577527185614,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,71.13195342895074,6.4208216229260096,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,77.55277505187675,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,0.0,77.55277505187675,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,12.1736752296728,64.20821622926012,6.255769183511404,0.0,6.923737199690624,0.0,10.815199336725208,0.0,0.0,0.0,0.0,0.899819197896121,0.0,16.819227288004402,2.26719293083814,-0.5792165312416475,1.0,16,0,1,0,0,0,0,0,0,1,0,2,12,0,0,0,0,4.675900000000004,75.39440000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
